RGNAL	AREA	RN	CIUDAD	ZONA	SECTOR	VIVIENDA	HOGAR	FORMUL	PERSONA	NUMPERS	RESUMEN	RELJEFE	EDAD	SEXO	NIVINST	ANOINST	ASISTEA	SABELE	IESS	DONNAC	LUGNAC	SIEMVIC	DONVIAN	LUGVIAN	CUANVIC	TRABAJO	ACTAYUDA	HORTRASA	RATMEH	HORMAS	RATMAH	AUNOTRA	PORNOT	BUSTRASA	BUSTRAMA	SITIOS	AMIGOS	DIRECTO	PRENSA	AGEPU	AGEPRI	TRESNE	TIEMBUS	MOTNOBUS	DESEATRA	CONDINA	TRABANT	MOTNOTRA	TIEMNOT	RAMA	GRUPO	CATETRAB	PERTRABN	NPERTRA	NUMTRAB	ESTABIL	HORTRAHP	HORTRAHS	HORTRAHO	RAMAS	GRUPOS	CATES	INGPAT	PAT	RETPAT	INGASA	RETASA	INGASA1	ASA	INGASA2	INGSEC	SEC	RETSEC	INV	INGINV	JUB	INGJUB	OTR	INGOTR	BON	INGBON	NOV	DIC	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	VIVEFE	INGRL	SECINS	SUBEQU	FEXP	CONDACT	PEAMSIU
2	1	2	070150	019	008	08	1	1	3	5	1	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	053	 	0	0	87,252933	8	 
2	1	2	070150	019	008	08	1	1	4	5	1	6	15	2	4	3	1	1	2	1	 	1	 	 	15	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	053	0	0	0	87,252933	7	 
2	1	2	070150	019	008	08	1	1	5	5	1	6	12	1	3	7	1	1	2	1	 	1	 	 	12	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	053	0	0	0	87,252933	7	 
2	1	2	070150	019	008	09	1	1	1	1	1	1	19	1	5	1	1	1	2	1	 	1	 	 	19	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	1	300	2	0	3	3	3	3	3	3	3	3	3	3	3	3	075	0	0	0	87,252933	7	 
2	1	2	070150	019	008	10	1	1	1	9	1	1	66	1	4	6	1	1	1	2	130350	2	1	130350	47	1	 	72	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8030	4190	1	2	 	3	1	72	 	 	0	0	 	 	 	0	250	20	270	2	0	0	 	 	2	0	2	0	1	100	2	0	1	1	1	1	1	1	1	1	1	1	1	1	072	270	2	0	87,252933	1	1
2	1	2	070150	019	008	10	1	1	2	9	1	2	65	2	4	6	1	1	2	1	 	1	 	 	65	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	072	0	0	0	87,252933	7	 
2	1	2	070150	019	008	10	1	1	3	9	1	6	16	2	4	5	1	1	2	1	 	1	 	 	16	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	072	0	0	0	87,252933	7	 
2	1	2	070150	019	008	10	1	1	4	9	1	6	15	2	4	3	1	1	2	1	 	1	 	 	15	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	072	0	0	0	87,252933	7	 
2	1	2	070150	019	008	10	1	1	5	9	1	6	12	1	3	7	1	1	2	2	071250	2	1	071250	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	072	0	0	0	87,252933	7	 
2	1	2	070150	019	008	10	1	1	6	9	1	6	8	1	3	7	1	 	 	1	 	1	 	 	8	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	072	 	0	0	87,252933	8	 
2	1	2	070150	019	008	10	1	1	7	9	1	6	5	1	3	 	1	 	 	1	 	1	 	 	5	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	072	 	0	0	87,252933	8	 
2	1	2	070150	019	008	10	1	1	8	9	1	6	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	072	 	0	0	87,252933	8	 
2	1	2	070150	019	008	10	1	1	9	9	1	3	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	072	 	0	0	87,252933	8	 
2	1	2	070150	019	008	11	1	1	1	5	1	1	53	1	5	2	2	1	1	2	071050	2	1	071050	50	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7511	4190	1	2	 	3	1	40	 	 	0	0	 	 	 	0	300	15	315	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	086	315	2	0	87,252933	1	1
2	1	2	070150	019	008	11	1	1	2	5	1	2	46	2	5	6	1	1	1	2	070750	2	1	070750	35	1	 	30	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8021	2320	1	2	 	3	1	30	 	 	0	0	 	 	 	0	150	6	156	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	086	156	2	250	87,252933	1	1
2	1	2	070150	019	008	11	1	1	3	5	1	3	23	1	4	4	1	1	2	1	 	1	 	 	23	1	 	60	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5139	8324	2	1	10	3	3	60	 	 	0	0	 	 	 	0	130	0	130	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	086	130	0	0	87,252933	1	1
2	1	2	070150	019	008	11	1	1	4	5	1	3	13	1	4	2	1	1	2	1	 	1	 	 	13	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	086	0	0	0	87,252933	7	 
2	1	2	070150	019	008	11	1	1	5	5	1	3	12	1	4	1	1	1	2	1	 	1	 	 	12	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	086	0	0	0	87,252933	7	 
2	1	2	070150	019	008	12	1	1	1	5	1	1	45	1	3	7	2	1	2	2	010950	2	1	010950	20	1	 	72	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	5	1	1	3	 	72	 	 	0	0	 	300	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	092	300	1	0	87,252933	4	2
2	1	2	070150	019	008	12	1	1	2	5	1	2	40	2	4	2	2	1	2	1	 	1	 	 	40	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	092	0	0	0	87,252933	7	 
2	1	2	070150	019	008	12	1	1	3	5	1	3	11	2	3	6	1	1	2	1	 	1	 	 	11	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	092	0	0	0	87,252933	7	 
2	1	2	070150	019	008	12	1	1	4	5	1	3	10	2	3	5	1	1	2	1	 	1	 	 	10	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	092	0	0	0	87,252933	7	 
2	1	2	070150	019	008	12	1	1	5	5	1	3	6	1	1	 	 	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	092	 	0	0	87,252933	8	 
2	1	2	070150	020	006	01	1	1	1	9	1	1	51	1	3	6	2	1	2	2	120750	2	1	170750	25	1	 	94	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7523	5162	1	2	 	3	1	94	 	 	0	0	 	 	 	0	400	0	400	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	024	400	2	0	89,387209	1	1
2	1	2	070150	020	006	01	1	1	2	9	1	2	52	2	4	6	2	1	2	2	070650	2	1	070650	25	1	 	60	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1810	7436	5	1	1	3	 	60	 	 	0	0	 	160	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	024	160	1	0	89,387209	4	2
2	1	2	070150	020	006	01	1	1	3	9	1	3	22	1	5	1	1	1	2	1	 	1	 	 	22	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3610	7422	2	1	15	3	3	40	 	 	0	0	 	 	 	0	40	0	40	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	024	40	0	586	89,387209	2	1
2	1	2	070150	020	006	01	1	1	4	9	1	3	20	1	4	6	2	1	2	1	 	1	 	 	20	1	 	60	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	5220	2	1	5	3	2	60	 	 	0	0	 	 	 	0	32	0	32	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	024	32	0	669	89,387209	4	2
2	1	2	070150	020	006	01	1	1	5	9	1	3	19	1	4	4	1	1	2	1	 	1	 	 	19	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	024	0	0	0	89,387209	7	 
2	1	2	070150	020	006	01	1	1	6	9	1	3	31	1	3	6	2	1	2	2	070650	2	1	070650	6	1	 	84	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5520	5122	2	1	12	3	2	84	 	 	0	0	 	 	 	0	99999999	99999999	99999999	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	024	0	0	0	89,387209	0	1
2	1	2	070150	020	006	01	1	1	7	9	1	3	23	1	4	6	1	1	2	1	 	1	 	 	23	1	 	70	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5239	5220	5	1	1	3	 	70	 	 	0	0	 	99999999	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	024	0	1	0	89,387209	4	2
2	1	2	070150	020	006	01	1	1	8	9	1	7	21	2	4	6	2	1	2	2	070850	2	1	070850	7	2	5	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9500	9131	12	1	1	3	 	48	 	 	0	0	 	99999999	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	1	1	024	0	0	0	89,387209	0	4
2	1	2	070150	020	006	01	1	1	9	9	1	6	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	024	 	0	0	89,387209	8	 
2	1	2	070150	020	006	02	1	1	1	1	1	1	29	1	4	3	2	1	2	2	080450	2	1	080450	13	1	 	82	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7492	5169	2	1	40	3	3	82	 	 	0	0	 	 	 	0	80	0	80	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	016	80	0	172	89,387209	2	1
2	1	2	070150	020	006	03	1	1	1	5	1	1	30	1	3	5	2	1	2	1	 	1	 	 	30	1	 	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	2	1	15	3	3	48	 	 	0	0	 	 	 	0	80	0	80	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	033	80	0	172	89,387209	2	1
2	1	2	070150	020	006	03	1	1	2	5	1	2	29	2	4	1	2	1	2	1	 	1	 	 	29	2	12	 	 	 	 	2	 	2	1	 	4	 	6	 	 	 	36	 	 	 	1	2	36	9500	9131	12	1	2	5	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	033	0	0	0	89,387209	5	1
2	1	2	070150	020	006	03	1	1	3	5	1	3	7	2	3	1	1	 	 	1	 	1	 	 	7	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	033	 	0	0	89,387209	8	 
2	1	2	070150	020	006	03	1	1	4	5	1	3	8	2	3	2	1	 	 	1	 	1	 	 	8	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	033	 	0	0	89,387209	8	 
2	1	2	070150	020	006	03	1	1	5	5	1	3	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	033	 	0	0	89,387209	8	 
2	1	2	070150	020	006	04	1	1	1	5	1	1	30	1	5	4	2	1	2	1	 	1	 	 	30	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7522	110	1	2	 	3	1	40	 	 	0	0	 	 	 	0	200	0	200	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	042	200	2	0	89,387209	1	1
2	1	2	070150	020	006	04	1	1	2	5	1	2	27	2	5	4	2	1	2	1	 	1	 	 	27	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	2	3	3	3	042	0	0	0	89,387209	7	 
2	1	2	070150	020	006	04	1	1	3	5	1	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	042	 	0	0	89,387209	8	 
2	1	2	070150	020	006	04	1	1	4	5	1	3	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	042	 	0	0	89,387209	8	 
2	1	2	070150	020	006	04	1	1	5	5	1	3	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	042	 	0	0	89,387209	8	 
2	1	2	070150	020	006	05	1	1	1	3	1	1	48	1	4	2	2	1	2	2	010851	2	1	010850	26	1	 	48	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5260	7241	5	1	1	3	 	48	 	 	0	0	 	80	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	059	80	1	172	89,387209	4	2
2	1	2	070150	020	006	05	1	1	2	3	1	2	50	2	1	 	 	2	2	2	110158	2	1	110158	24	1	 	6	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9500	9133	5	1	1	3	 	6	 	 	0	0	 	99999999	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	1	10	1	1	1	1	1	1	1	1	1	1	1	1	059	0	1	0	89,387209	1	4
2	1	2	070150	020	006	05	1	1	3	3	1	3	13	2	3	5	1	1	2	1	 	1	 	 	13	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	059	0	0	0	89,387209	7	 
2	1	2	070150	020	006	06	1	1	1	3	1	1	24	1	4	6	2	1	1	1	 	1	 	 	24	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9249	7242	2	1	30	3	2	40	 	 	0	0	 	 	 	0	65	99999999	99999999	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	068	0	0	0	89,387209	0	1
2	1	2	070150	020	006	06	1	1	2	3	1	2	25	2	4	6	2	1	1	2	150150	2	1	150150	10	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9249	5220	2	1	30	3	2	40	 	 	0	0	 	 	 	0	65	99999999	99999999	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	068	0	0	0	89,387209	0	1
2	1	2	070150	020	006	06	1	1	3	3	1	7	9	1	3	4	1	 	 	1	 	1	 	 	9	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	068	 	0	0	89,387209	8	 
2	1	2	070150	020	006	07	1	1	1	6	1	1	58	1	3	6	2	1	2	2	110158	2	1	110158	24	1	 	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	2	1	4	3	3	48	 	 	0	0	 	 	 	0	60	0	60	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	050	60	0	379	89,387209	4	2
2	1	2	070150	020	006	07	1	1	2	6	1	2	45	2	3	6	2	1	2	2	071050	2	1	071050	20	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	7	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	050	0	0	0	89,387209	7	 
2	1	2	070150	020	006	07	1	1	3	6	1	3	18	1	3	6	2	1	2	1	 	1	 	 	18	1	 	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	2	1	5	3	3	48	 	 	0	0	 	 	 	0	50	0	50	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	050	50	0	482	89,387209	4	2
2	1	2	070150	020	006	07	1	1	4	6	1	3	16	1	4	1	1	1	2	1	 	1	 	 	16	1	 	48	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	2	1	5	3	3	48	 	 	0	0	 	 	 	0	80	0	80	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	050	80	0	172	89,387209	4	2
2	1	2	070150	020	006	07	1	1	5	6	1	3	12	1	3	6	1	1	2	1	 	1	 	 	12	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	050	0	0	0	89,387209	7	 
2	1	2	070150	020	006	07	1	1	6	6	1	3	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	050	 	0	0	89,387209	8	 
2	1	2	070150	020	006	08	1	1	1	6	1	1	44	1	4	3	2	1	2	2	080150	2	1	170150	4	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	7	 	4	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	1	200	2	 	2	0	1	1	1	1	1	1	3	3	3	3	3	3	094	0	0	0	89,387209	7	 
2	1	2	070150	020	006	08	1	1	2	6	1	2	43	2	4	1	2	1	2	2	080150	2	1	170150	4	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	3	1	 	1	3	20	9500	9131	12	1	2	5	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	094	0	0	0	89,387209	5	1
2	1	2	070150	020	006	08	1	1	3	6	1	3	20	1	4	4	2	1	2	2	090150	2	1	090150	4	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	2	1	5	3	3	40	 	 	0	0	 	 	 	0	80	0	80	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	094	80	0	172	89,387209	4	2
2	1	2	070150	020	006	08	1	1	4	6	1	3	16	1	4	5	1	1	2	2	090150	2	1	170150	4	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	094	0	0	0	89,387209	7	 
2	1	2	070150	020	006	08	1	1	5	6	1	3	13	2	4	1	1	1	2	2	170150	2	1	170150	4	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	094	0	0	0	89,387209	7	 
2	1	2	070150	020	006	08	1	1	6	6	1	3	8	1	3	4	1	 	 	2	170150	2	1	170150	4	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	094	 	0	0	89,387209	8	 
2	1	2	070150	020	006	09	1	1	1	4	1	1	38	1	4	6	2	1	2	1	 	1	 	 	38	1	 	50	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2811	7222	5	1	1	3	 	50	 	 	0	0	 	80	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	111	80	1	172	89,387209	4	2
2	1	2	070150	020	006	09	1	1	2	4	1	2	36	2	4	6	2	1	2	1	 	1	 	 	36	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	111	0	0	0	89,387209	7	 
2	1	2	070150	020	006	09	1	1	3	4	1	3	15	1	4	4	1	1	2	1	 	1	 	 	15	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	111	0	0	0	89,387209	7	 
