RGNAL	AREA	RN	CIUDAD	ZONA	SECTOR	VIVIENDA	HOGAR	FORMUL	PERSONA	NUMPERS	RESUMEN	RELJEFE	EDAD	SEXO	NIVINST	ANOINST	ASISTEA	SABELE	IESS	DONNAC	LUGNAC	SIEMVIC	DONVIAN	LUGVIAN	CUANVIC	TRABAJO	ACTAYUDA	HORTRASA	RATMEH	HORMAS	RATMAH	AUNOTRA	PORNOT	BUSTRASA	BUSTRAMA	SITIOS	AMIGOS	DIRECTO	PRENSA	AGEPU	AGEPRI	TRESNE	TIEMBUS	MOTNOBUS	DESEATRA	CONDINA	TRABANT	MOTNOTRA	TIEMNOT	RAMA	GRUPO	CATETRAB	PERTRABN	NPERTRA	NUMTRAB	ESTABIL	HORTRAHP	HORTRAHS	HORTRAHO	RAMAS	GRUPOS	CATES	INGPAT	PAT	RETPAT	INGASA	RETASA	INGASA1	ASA	INGASA2	INGSEC	SEC	RETSEC	INV	INGINV	JUB	INGJUB	OTR	INGOTR	BON	INGBON	NOV	DIC	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	VIVEFE	INGRL	SECINS	SUBEQU	FEXP	CONDACT	PEAMSIU
3	2	1	180751	999	002	10	1	1	3	3	1	3	23	1	3	6	2	1	2	1	 	1	 	 	23	1	 	32	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1810	7433	2	1	4	3	4	32	 	 	0	0	 	 	 	0	99999999	0	0	2	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	1	1	3	3	3	3	084	0	0	200	228,437899	4	2
3	2	1	180751	999	002	11	1	1	1	4	1	1	39	1	3	6	2	1	2	1	 	1	 	 	39	1	 	20	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1920	8266	2	1	6	3	2	20	 	 	0	0	 	 	 	0	48	2	50	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	090	50	0	500	228,437899	3	1
3	2	1	180751	999	002	11	1	1	2	4	1	2	40	2	3	6	2	1	2	1	 	1	 	 	40	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	090	0	0	0	228,437899	7	 
3	2	1	180751	999	002	11	1	1	3	4	1	3	8	2	3	3	1	 	 	1	 	1	 	 	8	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	090	 	0	0	228,437899	8	 
3	2	1	180751	999	002	11	1	1	4	4	1	3	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	090	 	0	0	228,437899	8	 
3	2	1	180751	999	002	12	1	1	1	6	1	1	37	1	3	6	2	1	2	1	 	1	 	 	37	1	 	60	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5190	5230	5	1	2	3	 	70	 	 	0	0	 	40	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	133	40	1	586	228,437899	4	2
3	2	1	180751	999	002	12	1	1	2	6	1	2	38	2	3	6	2	1	2	1	 	1	 	 	38	1	 	50	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5190	5230	6	1	2	3	 	70	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	133	0	0	0	228,437899	4	2
3	2	1	180751	999	002	12	1	1	3	6	1	7	16	1	3	6	2	1	2	1	 	1	 	 	16	2	3	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	130	9211	11	1	2	3	 	40	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	133	0	0	0	228,437899	1	3
3	2	1	180751	999	002	12	1	1	4	6	1	3	7	2	3	2	1	 	 	1	 	1	 	 	7	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	133	 	0	0	228,437899	8	 
3	2	1	180751	999	002	12	1	1	5	6	1	7	47	1	3	5	2	1	2	1	 	1	 	 	47	1	 	80	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	130	6210	10	1	2	3	 	80	 	 	0	0	 	35	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	133	35	0	638	228,437899	2	3
3	2	1	180751	999	002	12	1	1	6	6	1	8	14	2	3	6	2	1	2	2	180650	2	1	180650	88	1	 	60	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9500	9131	12	1	1	3	4	60	 	 	0	0	 	 	 	0	12	0	12	1	20	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	133	32	0	0	228,437899	1	4
3	2	1	180755	999	005	01	1	1	1	1	1	1	65	1	1	 	 	2	2	1	 	1	 	 	65	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	7	 	7	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	1	30	2	0	3	3	3	3	3	3	3	3	3	3	3	3	008	0	0	0	228,437899	7	 
3	2	1	180755	999	005	02	1	1	1	4	1	1	37	1	3	7	2	1	2	1	 	1	 	 	37	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	5	1	1	3	 	40	 	 	0	0	 	96	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	013	96	1	6	228,437899	4	2
3	2	1	180755	999	005	02	1	1	2	4	1	2	29	2	5	6	2	1	1	1	 	1	 	 	29	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8010	3310	1	2	 	3	1	40	 	 	0	0	 	 	 	0	108	12	120	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	013	120	2	0	228,437899	1	1
3	2	1	180755	999	005	02	1	1	3	4	1	3	13	1	4	1	1	1	2	1	 	1	 	 	13	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	013	0	0	0	228,437899	7	 
3	2	1	180755	999	005	02	1	1	4	4	1	3	10	1	3	6	1	1	2	1	 	1	 	 	10	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	013	0	0	0	228,437899	7	 
3	2	1	180755	999	005	03	1	1	1	6	1	1	53	1	1	 	 	2	2	1	 	1	 	 	53	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	112	6114	10	1	1	3	 	40	 	 	0	0	 	12	1	10	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	019	22	0	772	228,437899	2	3
3	2	1	180755	999	005	03	1	1	2	6	1	2	56	2	1	 	 	2	2	1	 	1	 	 	56	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	019	0	0	0	228,437899	7	 
3	2	1	180755	999	005	03	1	1	3	6	1	3	30	2	3	6	2	1	2	1	 	1	 	 	30	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	019	0	0	0	228,437899	7	 
3	2	1	180755	999	005	03	1	1	4	6	1	3	17	2	3	6	2	1	2	1	 	1	 	 	17	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	019	0	0	0	228,437899	7	 
3	2	1	180755	999	005	03	1	1	5	6	1	6	6	2	3	1	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	019	 	0	0	228,437899	8	 
3	2	1	180755	999	005	03	1	1	6	6	1	6	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	019	 	0	0	228,437899	8	 
3	2	1	180755	999	005	04	1	1	1	4	1	1	30	1	3	6	2	1	2	1	 	1	 	 	30	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	3	1	12	3	3	40	 	 	0	0	 	 	 	0	90	0	90	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	030	90	1	68	228,437899	2	1
3	2	1	180755	999	005	04	1	1	2	4	1	2	29	2	3	6	2	1	2	1	 	1	 	 	29	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	030	0	0	0	228,437899	7	 
3	2	1	180755	999	005	04	1	1	3	4	1	3	12	2	4	1	1	1	2	1	 	1	 	 	12	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	030	0	0	0	228,437899	7	 
3	2	1	180755	999	005	04	1	1	4	4	1	3	6	1	3	1	1	 	 	1	 	1	 	 	6	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	030	 	0	0	228,437899	8	 
3	2	1	180755	999	005	05	1	1	1	5	1	1	47	1	3	6	2	1	1	1	 	1	 	 	47	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	112	6114	8	1	1	3	3	40	 	 	0	0	 	 	 	0	100	10	110	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	036	110	1	0	228,437899	1	3
3	2	1	180755	999	005	05	1	1	2	5	1	2	42	2	3	6	2	1	1	1	 	1	 	 	42	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	036	0	0	0	228,437899	7	 
3	2	1	180755	999	005	05	1	1	3	5	1	3	20	1	5	2	1	1	2	1	 	1	 	 	20	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	036	0	0	0	228,437899	7	 
3	2	1	180755	999	005	05	1	1	4	5	1	3	17	1	4	5	1	1	2	1	 	1	 	 	17	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	036	0	0	0	228,437899	7	 
3	2	1	180755	999	005	05	1	1	5	5	1	3	14	1	4	3	1	1	2	1	 	1	 	 	14	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	5	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	036	0	0	0	228,437899	7	 
3	2	1	180755	999	005	06	1	1	1	3	1	1	75	1	3	3	2	2	2	1	 	1	 	 	75	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	3	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	1	60	2	0	2	 	1	6	3	3	3	3	3	3	3	3	3	3	3	3	047	0	0	0	228,437899	7	 
3	2	1	180755	999	005	06	1	1	2	3	1	2	71	2	3	3	2	2	2	1	 	1	 	 	71	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	1	6	3	3	3	3	3	3	3	3	3	3	3	3	047	0	0	0	228,437899	7	 
3	2	1	180755	999	005	06	1	1	3	3	1	3	30	2	3	6	2	1	2	1	 	1	 	 	30	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	112	6210	11	1	3	3	 	40	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	047	0	0	0	228,437899	0	3
3	2	1	180755	999	005	07	1	1	1	8	1	1	40	1	3	6	2	1	2	1	 	1	 	 	40	1	 	20	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6021	8322	5	1	1	3	 	20	 	 	0	0	 	60	1	20	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	3	3	1	1	052	80	1	0	228,437899	4	2
3	2	1	180755	999	005	07	1	1	2	8	1	2	39	2	3	4	2	1	2	1	 	1	 	 	39	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	7	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	052	0	0	0	228,437899	7	 
3	2	1	180755	999	005	07	1	1	3	8	1	3	16	1	4	1	1	1	2	1	 	1	 	 	16	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	052	0	0	0	228,437899	7	 
3	2	1	180755	999	005	07	1	1	4	8	1	3	14	1	3	6	1	1	2	1	 	1	 	 	14	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	052	0	0	0	228,437899	7	 
3	2	1	180755	999	005	07	1	1	5	8	1	3	12	1	3	5	1	1	2	1	 	1	 	 	12	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	052	0	0	0	228,437899	7	 
3	2	1	180755	999	005	07	1	1	6	8	1	3	8	2	3	2	1	 	 	1	 	1	 	 	8	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	052	 	0	0	228,437899	8	 
3	2	1	180755	999	005	07	1	1	7	8	1	3	5	1	3	1	1	 	 	1	 	1	 	 	5	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	052	 	0	0	228,437899	8	 
3	2	1	180755	999	005	07	1	1	8	8	1	3	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	052	 	0	0	228,437899	8	 
3	2	1	180755	999	005	08	1	1	1	1	1	1	80	1	1	 	 	2	2	1	 	1	 	 	80	1	 	24	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	112	6210	10	1	1	3	 	24	 	 	0	0	 	8	1	8	0	0	0	 	0	0	 	 	2	0	2	0	2	 	1	6	1	1	1	1	1	1	1	1	1	1	1	1	063	16	0	0	228,437899	1	3
3	2	1	180755	999	005	09	1	1	1	3	1	1	50	2	3	5	2	1	1	1	 	1	 	 	50	1	 	16	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5252	5230	5	1	1	3	 	16	 	 	0	0	 	80	1	60	0	0	0	 	0	0	 	 	1	1	1	8	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	069	140	1	0	228,437899	4	2
3	2	1	180755	999	005	09	1	1	2	3	1	3	18	1	4	3	2	1	2	1	 	1	 	 	18	2	12	 	 	 	 	2	 	1	 	 	4	 	 	 	 	 	3	 	 	 	2	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	1	4	2	 	2	0	2	2	2	2	2	2	2	2	2	2	2	2	069	0	0	0	228,437899	6	1
3	2	1	180755	999	005	09	1	1	3	3	1	3	14	1	4	2	1	1	2	1	 	1	 	 	14	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	1	4	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	069	0	0	0	228,437899	7	 
3	2	1	180755	999	005	10	1	1	1	6	1	1	52	1	1	 	 	1	2	1	 	1	 	 	52	1	 	24	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	112	6114	10	1	2	3	 	24	 	 	0	0	 	10	1	5	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	080	15	0	400	228,437899	3	3
3	2	1	180755	999	005	10	1	1	2	6	1	3	22	1	2	6	2	1	2	1	 	1	 	 	22	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9309	7136	3	1	6	3	4	4	 	 	0	0	 	 	 	0	48	0	48	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	080	48	1	503	228,437899	2	1
3	2	1	180755	999	005	10	1	1	3	6	1	3	18	1	2	6	2	1	2	1	 	1	 	 	18	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3610	7422	2	1	3	3	2	40	 	 	0	0	 	 	 	0	40	0	40	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	080	40	0	586	228,437899	4	2
3	2	1	180755	999	005	10	1	1	4	6	1	4	22	2	3	6	2	1	2	1	 	1	 	 	22	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	6	 	6	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	080	0	0	0	228,437899	7	 
3	2	1	180755	999	005	10	1	1	5	6	1	6	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	080	 	0	0	228,437899	8	 
3	2	1	180755	999	005	10	1	1	6	6	1	6	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	080	 	0	0	228,437899	8	 
3	2	1	180755	999	005	11	1	1	1	1	1	1	70	2	1	 	 	2	2	1	 	1	 	 	70	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	8	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	1	10	1	6	3	3	3	3	3	3	3	3	3	3	3	3	086	0	0	0	228,437899	7	 
3	2	1	180755	999	005	12	1	1	1	5	1	1	44	1	3	6	2	1	2	1	 	1	 	 	44	1	 	44	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4520	7122	3	1	3	3	4	44	 	 	0	0	 	 	 	0	20	0	20	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	097	20	1	793	228,437899	4	2
3	2	1	180755	999	005	12	1	1	2	5	1	2	41	2	3	2	2	1	2	1	 	1	 	 	41	1	 	70	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5252	5230	5	1	1	3	 	70	 	 	0	0	 	80	2	0	0	0	0	 	0	0	 	 	2	0	2	0	1	4	1	11	1	1	1	1	1	1	1	1	1	1	1	1	097	80	1	172	228,437899	4	2
3	2	1	180755	999	005	12	1	1	3	5	1	7	13	2	4	1	1	1	2	1	 	1	 	 	13	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	097	0	0	0	228,437899	7	 
3	2	1	180755	999	005	12	1	1	4	5	1	7	9	1	3	3	1	 	 	1	 	1	 	 	9	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	097	 	0	0	228,437899	8	 
3	2	1	180755	999	005	12	1	1	5	5	1	3	19	2	3	6	2	1	2	1	 	1	 	 	19	1	 	45	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1810	7436	2	1	4	3	3	45	 	 	0	0	 	 	 	0	20	0	20	2	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	3	3	1	1	097	20	0	793	228,437899	4	2
3	2	1	180757	999	002	01	1	1	1	4	1	1	26	1	3	6	2	1	2	1	 	1	 	 	26	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	111	6111	10	1	2	3	 	40	 	 	0	0	 	40	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	002	40	0	586	198,181224	2	3
3	2	1	180757	999	002	01	1	1	2	4	1	2	24	2	3	6	2	1	2	1	 	1	 	 	24	1	 	40	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	111	6111	11	1	2	3	 	40	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	002	0	0	0	198,181224	0	3
3	2	1	180757	999	002	01	1	1	3	4	1	3	5	2	3	 	1	 	 	1	 	1	 	 	5	2	12	 	 	 	 	2	 	2	2	 	 	 	 	 	 	 	 	8	 	5	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	 	 	 	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	3	3	3	3	3	3	3	3	3	3	3	3	002	 	0	0	198,181224	8	 
3	2	1	180757	999	002	01	1	1	4	4	1	3	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	002	 	0	0	198,181224	8	 
3	2	1	180757	999	002	02	1	1	1	3	1	1	45	2	3	6	2	1	2	1	 	1	 	 	45	1	 	45	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5252	5230	5	1	1	3	 	45	 	 	0	0	 	20	1	10	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	009	30	1	689	198,181224	4	2
3	2	1	180757	999	002	02	1	1	2	3	1	3	20	2	3	6	2	1	2	1	 	1	 	 	20	1	 	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5252	5230	5	1	1	3	 	30	 	 	0	0	 	20	2	0	0	0	0	 	0	0	 	 	2	0	2	0	2	 	2	0	1	1	1	1	1	1	1	1	1	1	1	1	009	20	1	0	198,181224	4	2
